1537006084602,670970.4,509753.12,5.482375E-7,632898.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084734,651103.06,492263.12,200.52304,645790.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084740,650072.44,491355.75,228.85689,645101.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084760,647072.3,488714.38,199.86002,647113.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084762,647072.3,488714.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084765,645999.3,487769.75,476.52042,1429.5613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084779,644011.2,486019.38,189.20421,1219.2976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084796,641367.1,483691.5,207.2231,2303.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084813,639304.56,481875.5,161.65259,444.59888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084849,634207.3,477387.88,188.64514,6346.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084853,633294.1,476583.75,304.1924,5129.8564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084862,633294.1,476583.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084879,630023.8,473704.62,256.2999,4357.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084896,627907.94,471842.0,165.81871,1538.1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084913,626734.25,470808.75,91.98217,3101.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084929,623573.6,468026.0,263.1929,1109.2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084946,621337.9,466057.88,175.21211,1869.3967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084962,620249.25,465099.38,90.65359,418.93948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084979,619124.06,464108.88,88.17914,1917.9849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006084996,617951.94,463076.88,91.86459,356.2869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085018,617951.94,463076.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085029,616851.56,462108.0,133.28476,1466.1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085048,616851.56,462108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085063,614002.8,459600.0,253.03,3795.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085079,611866.2,457718.75,177.92497,948.6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085096,609761.06,455865.5,164.97968,3753.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085112,606541.5,453031.12,268.08978,536.13153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085129,604973.06,451650.25,122.92305,1553.5603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085146,599879.2,447165.5,399.22305,5233.2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085162,598869.94,446277.12,84.033936,3888.6887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085179,595788.56,443564.12,241.50078,7994.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
1537006085196,593214.6,441298.12,201.72191,4564.9297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
